order_id,customer_name,state,product,quantity,price_per_unit,status,error_reason
1059,Tara Sharma,Delhi,Mobile Phone,0,14000,pending,
1062,Nawaz Sheikh,Jammu & Kashmir,Keyboard,2,-650,pending,
1063,Prem Roy,Haryana,Mouse,one,450,cancelled,
1065,Jessica Dsouza,Goa,Tablet,4,18000,pending,
1068,Kuldeep Singh,Rajasthan,Smartwatch,,2800,pending,
1070,Vineet Soni,Himachal Pradesh,USB Cable,4,200,delivered,
1071,Ashok Menon,Kerala,Mouse,0,450,pending,
1073,Nisha Reddy,Telangana,Tablet,two,16000,delivered,
1074,Sachin Kumar,Bihar,Headphones,3,-999,cancelled,
1075,Elena Richard,Tamil Nadu,Mobile Phone,1,,pending,
1076,Amrit Pal,Haryana,Mouse,2,350,shipped,
1078,Avinash Sethi,Delhi,USB Cable,three,200,pending,
1081,K. Rajan,Tamil Nadu,Tablet,0,15000,shipped,
1083,Mohan Rao,Andhra Pradesh,Laptop Bag,1,850,delivered,
1085,Irfan Qureshi,Jammu & Kashmir,Keyboard,1,650,pending,
1087,Gurpreet Singh,Punjab,Mouse,,500,delivered,
1089,Rachna Tiwari,Uttar Pradesh,Mouse,one,350,shipped,
1090,Alisha Fernandes,Goa,Smartwatch,2,3000,delivered,
1091,Rehan Malik,Haryana,Laptop Bag,1,,pending,
1094,,Madhya Pradesh,Mobile Phone,2,15000,pending,
1095,Vikas Babu,Karnataka,Keyboard,three,700,shipped,
1098,Sajida Begum,Andhra Pradesh,Tablet,,16000,shipped,
1099,Rafiq Alam,Bihar,Mouse,1,-400,pending,
1103,Bhavana Singh,Uttarakhand,Mobile Phone,2,14000,pending,
1104,Sujit Kumar,Jharkhand,Tablet,1,15500,shipped,
1106,Mohan Das,Kerala,Laptop Bag,2,,pending,
1107,Sadia Qureshi,Delhi,Headphones,abc,950,delivered,
1109,Ankush Gupta,Haryana,Mouse,0,350,shipped,
1110,Tina Karki,Sikkim,Smartwatch,1,2500,pending,
1111,Javed Khan,Uttar Pradesh,Mobile Phone,one,15000,delivered,
1113,Rohit Sinha,Bihar,Headphones,4,-899,pending,
1114,Tabassum Bano,Jammu & Kashmir,Tablet,2,16000,delivered,
1116,Lavanya Rao,Andhra Pradesh,Keyboard,1,700,pending,
1117,Mishti Roy,West Bengal,Mouse,,450,cancelled,
1118,Saurabh Das,Assam,Speaker,1,1200,shipped,
1121,Kashmira Shah,Goa,Tablet,0,16000,shipped,
1122,Asha Dey,Tripura,USB Cable,2,200,delivered,
1123,Nizam Ali,Delhi,Charger,one,300,pending,
1124,Aryan Mehra,Haryana,Keyboard,1,650,shipped,
1128,Sachin Yadav,Uttar Pradesh,Mobile Phone,,15000,shipped,
1129,Harsha P,Vizag,Smartwatch,2,2500,delivered,
1130,,InvalidState,Mouse,2,450,shipped,
1131,Jyoti Kiran,Bihar,Keyboard,1,700,pending,
1132,Pramod K,Maharashtra,Headphones,0,999,cancelled,
1134,Shreya Kole,Maharashtra,USB Cable,three,200,delivered,
1135,Rajesh Sinha,Chhattisgarh,Mouse,1,-450,pending,
1138,Om Prakash,Haryana,Speaker,3,1200,pending,
1139,Saloni Mishra,Delhi,Charger,0,300,shipped,
1142,Mukesh Das,Assam,Mouse,one,450,pending,
1144,Sahana Rao,Telangana,Mobile Phone,1,,pending,
1146,Faizan Ali,Jharkhand,Smartwatch,2,2500,cancelled,
1148,Nitu Rani,Bihar,Mouse,2,350,pending,
1149,Arjun Singh,Himachal Pradesh,USB Cable,5,200,delivered,
1150,Damodhar Reddy,Andhra Pradesh,Tablet,1,16000,shipped,
